,Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,mood
46420,46420,2AgIq6Y9w7yvzH3zRyXjtA,The Prophet,The Hardcore Archive Part 3 (1997),Damn - Original Mix,0,181650,False,0.67,0.99,10,-3.988,0,0.0734,0.00156,0.837,0.498,0.287,92.484,4,happy,Happy
46424,46424,5x9BWvLcvawwnoyFEIanI4,The Prophet,The Hardcore Archive Part 3 (1997),Why Not - Original Mix,0,172939,False,0.467,0.899,0,-7.658,1,0.0351,8.5e-05,0.904,0.144,0.098,94.978,4,happy,Happy
46425,46425,6XUsWB19qIQXLvoIEDRUfb,The Prophet,The Hardcore Archive Part 3 (1997),What Iz Life - Original Mix,0,170720,False,0.603,0.981,7,-3.677,1,0.0571,0.00125,0.297,0.0831,0.191,92.007,4,happy,Energetic
46426,46426,7p4wZH0qoJgxeiaMolbpu5,The Prophet,The Hardcore Archive Part 3 (1997),Turn It Up - Original Mix,0,170825,False,0.327,0.929,1,-3.776,1,0.0561,0.00126,0.788,0.149,0.042,94.962,4,happy,Happy
68484,68484,04qx1yENXdu9yN6zzRiVfP,Mariah Angeliq;Arcangel;Darell,Última Misión Reggaeton,Perreito - Remix,0,213333,False,0.792,0.703,0,-3.057,1,0.256,0.283,0.000164,0.319,0.726,180.032,4,latino,Happy
46428,46428,6jQKGUAuckcVdVwWdjATb8,The Prophet,The Hardcore Archive Part 3 (1997),I like It Loud - Hardcore Mix,0,241213,False,0.689,0.857,1,-5.537,1,0.175,0.00086,0.0326,0.223,0.0714,191.976,4,happy,Energetic
46429,46429,3mDnDIDXaKNR1fwklfDC4P,The Prophet,The Hardcore Archive Part 3 (1997),I like It Loud - Original Mix,0,205392,False,0.676,0.961,8,-5.926,1,0.143,0.00135,0.000529,0.25,0.0985,187.157,4,happy,Energetic
46431,46431,04ILxTQAP9e9Ng4IvdNs6m,The Prophet,The Hardcore Archive Part 3 (1997),The Breaks - Original Mix,0,139909,False,0.586,0.974,11,-3.468,0,0.192,0.0046,0.391,0.387,0.273,180.008,4,happy,Energetic
46432,46432,4SAiZ31ayrsVkpIJrHnP1l,The Prophet,The Hardcore Archive Part 3 (1997),Why Not (Original Mix) - Extended Mix,0,298886,False,0.454,0.892,0,-7.687,1,0.0349,3.14e-05,0.903,0.101,0.0357,94.956,4,happy,Happy
46433,46433,3tjI1GQY1imMyiaEfjIbrG,The Prophet,The Hardcore Archive Part 3 (1997),The Sound He Makes - Original Mix,0,173793,False,0.648,0.87,11,-6.663,0,0.0452,0.0665,0.643,0.102,0.147,101.504,4,happy,Happy
68483,68483,0IbTEYgnA46IOsVeffx43D,Mariah Angeliq;Guaynaa,Bájale como 7500,Taxi,0,173653,False,0.727,0.796,7,-3.918,0,0.125,0.0627,0.0,0.166,0.701,180.069,4,latino,Energetic
46435,46435,7ma2fbKDEvJeGJAx0YedAs,The Prophet,The Hardcore Archive Part 3 (1997),Turn It Up (Original Mix) - Extended Mix,0,272187,False,0.5,0.915,7,-3.85,1,0.0492,0.0022,0.924,0.0971,0.0778,94.893,4,happy,Happy
46436,46436,0IVWmOw2bynmu1HQIebRmM,The Prophet,The Hardcore Archive Part 3 (1997),What Iz Life (Original Mix) - Extended Mix,0,380387,False,0.49,0.976,7,-3.578,1,0.0738,0.000293,0.564,0.0679,0.283,184.02,4,happy,Energetic
46437,46437,5t55kJTvxMSGfCR3rd3Q3B,The Prophet,The Hardcore Archive Part 3 (1997),I Am The Magnificent - Original Mix,0,266391,False,0.396,0.822,11,-7.216,0,0.0474,0.000466,0.653,0.376,0.0536,104.872,4,happy,Energetic
46439,46439,5czB34FvxB37x0FgDMcFcK,The Prophet,The Hardcore Archive Part 3 (1997),I like It Loud (Hardcore Mix) - Extended Mix,0,309159,False,0.69,0.859,1,-5.571,1,0.162,0.00126,0.00353,0.237,0.0863,192.006,4,happy,Energetic
68372,68372,4Vk7RiaqnO6FrPd5hUYdsZ,Chris Jedi;Young Miko;Lunay,Homecoming Latin Party,Condado,0,232813,True,0.804,0.825,11,-3.596,1,0.0585,0.166,3.48e-06,0.116,0.662,92.02,4,latino,Happy
49019,49019,7uqM0Ds1u8qPHfqpY1TG3v,The Prophet;Chuck Roberts,Harder Stylez: We Love The Bass,In Hardstyle We Trust - Melody Mix,0,235009,False,0.571,0.95,11,-1.643,0,0.127,0.0413,0.000218,0.35,0.315,155.058,4,hardstyle,Energetic
51898,51898,6TxaIPtuGZoVnHhCxKX1ij,Lizzo,New Pop Icons,Good as Hell,0,159735,False,0.682,0.919,0,-3.18,0,0.0874,0.256,0.0,0.443,0.535,95.983,4,hip-hop,Energetic
51242,51242,0c9wSzwT33NaUlJNy1z0jh,Daddy Yankee,Última Misión Reggaeton,La Nueva Y La Ex,0,197053,False,0.639,0.943,5,-3.542,1,0.136,0.0462,0.0,0.141,0.639,198.051,4,hip-hop,Energetic
51217,51217,3MxwkxdOyQxGjT3UeOqCEk,XXXTENTACION,Bad Boy Club,SAD!,0,166605,True,0.74,0.613,8,-4.88,1,0.145,0.258,0.00372,0.123,0.473,75.023,4,hip-hop,Happy
51223,51223,43VoASYNFFXqy2HE0rAm4W,Daddy Yankee;Bad Bunny,Clásicos de ahora: Perreo,X ÚLTIMA VEZ,0,192477,True,0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,4,hip-hop,Happy
51225,51225,511zIRlXGOQs2oykDi4KwT,Daddy Yankee;Bad Bunny,El perreo es el futuro,X ÚLTIMA VEZ,0,192477,True,0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,4,hip-hop,Happy
51230,51230,1qdiryo9D6QgoZw9beV72q,Daddy Yankee;Snow,pov: it's 2019,Con Calma,0,193226,False,0.737,0.86,8,-2.652,0,0.0594,0.11,1.94e-06,0.0574,0.656,93.989,4,hip-hop,Energetic
51235,51235,5Y35bkxA5od9mlkPuN9Tit,Daddy Yankee,Clásicos de ahora: Perreo,RUMBATÓN,0,248768,False,0.685,0.909,3,-4.034,0,0.0396,0.0471,0.0,0.35,0.922,95.004,4,hip-hop,Happy
51236,51236,0w6KXQRbURk23AtKn3q5Wr,Daddy Yankee,Halloween con perreito,RUMBATÓN,0,248768,False,0.685,0.909,3,-4.034,0,0.0396,0.0471,0.0,0.35,0.922,95.004,4,hip-hop,Happy
51238,51238,0S6JhgDleukTFLOMlIuiZI,Daddy Yankee,Halloween con perreito,Limbo,0,224800,False,0.805,0.878,7,-3.826,1,0.0864,0.0754,0.00329,0.0656,0.922,124.994,4,hip-hop,Energetic
51240,51240,7maprFc3lpb4PSq3290wk3,Daddy Yankee;Wisin & Yandel,Perreo Tenebroso Vol. 5,Si Supieras,0,241880,False,0.691,0.894,9,-1.681,0,0.115,0.291,0.0,0.104,0.623,184.018,4,hip-hop,Energetic
51241,51241,0tNLlw94DIrCECnp0dSUUz,Daddy Yankee,Carrete con besties,Lovumba,0,218520,False,0.73,0.939,11,-4.665,0,0.0532,0.0347,0.0,0.335,0.939,121.001,4,hip-hop,Happy
51244,51244,4u9jtJXU6fAbBBmWL6VB0E,Daddy Yankee,Perreo Tenebroso Vol. 5,Shaky Shaky,0,234320,False,0.899,0.626,6,-4.228,0,0.292,0.076,0.0,0.0631,0.873,88.007,4,hip-hop,Happy
68204,68204,5FnXpfVnx5bIza2T90Sqg0,Jhayco;Bad Bunny,Halloween 2022 Perreo Vol. 5,CÓMO SE SIENTE - Remix,0,227520,True,0.807,0.606,3,-8.871,0,0.0872,0.0946,0.0,0.119,0.304,92.988,4,latino,Happy
51246,51246,2Vag8ExVU4vAFj1FVvw0yC,Daddy Yankee;Natalia Jiménez,Halloween con perreito,La Noche De Los Dos,0,223360,False,0.762,0.79,9,-3.944,0,0.0988,0.109,2.73e-06,0.172,0.748,129.988,4,hip-hop,Happy
51247,51247,6TFUGAC1zk57FICwy1wZNW,Daddy Yankee;Natti Natasha;Becky G;Bad Bunny,Homecoming Latin Party,Dura - Remix,0,242160,False,0.772,0.803,1,-3.035,1,0.0468,0.187,0.0,0.434,0.853,94.98,4,hip-hop,Happy
51248,51248,2mBTuHj5xrXHF3BeXD9ebN,Daddy Yankee,Queda poco para la PAES 2.0,Sígueme Y Te Sigo,0,209786,False,0.736,0.878,1,-3.604,0,0.0428,0.0682,6.4e-05,0.756,0.662,100.024,4,hip-hop,Energetic
51249,51249,5bWsrvSklKrDrYbBgqknno,Daddy Yankee,Homecoming Latin Party,Sígueme Y Te Sigo,0,209786,False,0.736,0.878,1,-3.604,0,0.0428,0.0682,6.4e-05,0.756,0.662,100.024,4,hip-hop,Energetic
67983,67983,6EgcCQ1Jq07linsih4Kk7W,El Canto Del Loco,Éxitos del Pop en Español de los Años 2000,Peter Pan,0,258613,False,0.586,0.819,4,-3.576,1,0.0315,0.284,0.0,0.206,0.483,92.574,4,latin,Happy
67982,67982,5fLunXV4vxS9HDpnUFS1za,Joey Montana;Lalo Ebratt,Hora del taco sin auto,No Te Va,0,204880,False,0.844,0.934,7,-1.223,0,0.078,0.17,0.000121,0.134,0.647,96.983,4,latin,Energetic
51318,51318,4r0LAir7t2WbMTae52XOo7,Gunna;Future;Young Thug,"#Multiverse, If the Multiverse Is Real",Pushin P,0,136266,True,0.773,0.422,1,-4.572,0,0.187,0.00783,0.00693,0.129,0.488,77.502,1,hip-hop,Happy
51324,51324,6MT5BRtVm18LrgqSrLnJuG,Gunna,"#Multiverse, If the Multiverse Is Real",Banking on Me,0,200000,True,0.793,0.308,0,-10.414,0,0.0466,0.613,1.68e-05,0.0953,0.46,135.143,4,hip-hop,Sad
51329,51329,0vbisbhaTk92sEVKVkl66k,Gunna,Gaming Songs 2022: Hard Mode,Banking on Me,0,200000,True,0.793,0.308,0,-10.414,0,0.0466,0.613,1.68e-05,0.0953,0.46,135.143,4,hip-hop,Sad
67984,67984,4CM2CpR5UpFoObTmuFOUIj,Antônio Carlos Jobim,Chill in Brazil,Favela,0,154960,False,0.457,0.224,9,-19.476,0,0.0344,0.715,1.2e-06,0.224,0.48,80.845,4,latin,Sad
51199,51199,0bhhXULPNfCsVhZp35HrC3,Daddy Yankee,El perreo es el futuro,Dura,0,200480,False,0.783,0.84,1,-3.416,1,0.051,0.174,0.0,0.412,0.838,95.002,4,hip-hop,Happy
51198,51198,2x8gjYPcomasunXlQ4gA2i,Daddy Yankee;Divino,Perreo Tenebroso Vol. 1,Nada Ha Cambiao’,0,190000,True,0.735,0.906,10,-3.658,0,0.11,0.0342,0.0,0.292,0.71,92.023,4,hip-hop,Energetic
51197,51197,3AedlLCGKNhQdhtLzObIbR,Daddy Yankee,Queda poco para la PAES 2.0,Pasarela,0,193733,False,0.839,0.907,9,-4.259,1,0.0453,0.101,0.0,0.332,0.737,121.048,4,hip-hop,Happy
67994,67994,2panoBuJZ4gZWvMwycOoRO,Los Bunkers,Modo trabajación,Ángel Para Un Final,0,243160,False,0.259,0.654,6,-3.858,0,0.0331,0.025,0.0,0.219,0.452,181.893,3,latin,Energetic
78595,78595,4XBI43xO4dutBN7IuwBj2K,Killermichel,Ballermann Party Mix - Alle Après Ski Hütten Hits der letzten Jahre,Biermelodie,0,200407,False,0.606,0.974,7,-2.406,1,0.0631,0.00422,0.0,0.299,0.668,139.966,4,party,Energetic
78596,78596,1M6DK4CUBwFvl6geAjXJU9,Killermichel,Ballermann Party Hits Megamix 2022.2,Du siehst so aus,0,196880,False,0.627,0.962,2,-3.132,1,0.227,0.0762,0.0,0.332,0.667,149.935,4,party,Energetic
67993,67993,5GbmCZ0YPX9V5DsJ48twdO,Timbiriche,Halloween 2022 Pop Vol. 2,Soy Un Desastre,0,234746,False,0.818,0.968,10,-5.865,1,0.0833,0.271,0.0,0.155,0.858,135.726,4,latin,Happy
67992,67992,1gkkrBJA2OADRsGB6he8OA,Diego Torres,Éxitos del Pop en Español de los Años 2000,Color Esperanza,0,263986,False,0.616,0.881,0,-5.892,1,0.0542,0.349,0.0,0.0807,0.764,100.943,4,latin,Happy
67991,67991,51koc72Mp0vRafJHGE21wK,Luciano Pereyra,Pop x siempre,Que Suerte Tiene El,0,202453,False,0.729,0.651,2,-6.341,1,0.0569,0.172,0.0,0.119,0.632,96.004,4,latin,Happy
67990,67990,12gyCnkTZFvPoF2vJBbKlK,Luciano Pereyra,Pop x siempre,Amor En Silencio,0,226386,False,0.615,0.608,11,-10.809,1,0.0404,0.733,2.48e-06,0.118,0.653,98.025,4,latin,Happy
67989,67989,04GunTYlMUoEnc5pwzQANm,Charly García,Rock x siempre,Yendo De La Cama Al Living,0,283760,False,0.659,0.433,7,-9.426,0,0.19,0.368,0.000312,0.13,0.572,80.115,4,latin,Sad
67988,67988,63Tsq3tqiZIOW9XHaDT3gi,Los Bunkers,Modo trabajación,Quién Fuera,0,218120,False,0.446,0.814,9,-3.421,1,0.0306,0.000682,0.000814,0.101,0.554,138.112,4,latin,Energetic
67987,67987,22g5DqQJ6QIACFjvnjFUzk,Cami,noches de lluvia,Querida Rosa,0,176106,False,0.618,0.334,2,-8.498,1,0.0338,0.85,0.0,0.103,0.383,139.784,3,latin,Sad
51135,51135,06fRsW6JDm7WPQWrmrMak2,Lil Baby,Bad Boy Club,In A Minute,0,200470,True,0.643,0.605,4,-5.968,0,0.297,0.0336,0.0,0.112,0.145,84.216,4,hip-hop,Happy
51136,51136,1JWWwXFfNKi6ioDZOaa9jX,Future;Lil Uzi Vert,Tic Tac - Just Rap,Tic Tac,0,189147,True,0.942,0.566,11,-4.834,1,0.226,0.0773,0.0,0.11,0.479,132.858,4,hip-hop,Happy
51138,51138,3FQwvjvKnE3O4YKawVUNpA,Lil Baby;Gunna,Bad Boy Club,Drip Too Hard,0,145542,True,0.897,0.662,1,-6.903,0,0.292,0.0852,0.0,0.534,0.39,112.509,4,hip-hop,Happy
51142,51142,038oBXqL9ttCHHZmNrYxQk,Lil Baby,Bad Boy Club,All In,0,156032,True,0.836,0.649,11,-6.442,1,0.332,0.0716,0.0,0.0943,0.294,95.084,4,hip-hop,Happy
67986,67986,5vOVMNYDam6F6jtemqnNX2,Antônio Carlos Jobim;Frank Sinatra,christmas but not christmas songs,The Girl From Ipanema,0,200360,False,0.541,0.321,5,-14.418,1,0.0329,0.714,0.00345,0.101,0.549,133.537,4,latin,Sad
67985,67985,2p3OcpUv4EmF1pQNhLRd1N,Diego Torres,Pop x siempre,Mi Corazon Se Fue,0,230920,False,0.584,0.694,2,-4.753,1,0.03,0.0169,0.0,0.0769,0.545,136.028,4,latin,Happy
51179,51179,27XJv9grlenIhZEPpDdnIY,Daddy Yankee;Bad Bunny,Esto me suena a Farra,X ÚLTIMA VEZ,0,192477,True,0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,4,hip-hop,Happy
51184,51184,79hVM41bj2IKfCVhUFh9Ra,Daddy Yankee;Bad Bunny,Halloween con perreito,X ÚLTIMA VEZ,0,192477,True,0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,4,hip-hop,Happy
51195,51195,7qhOEYwWarxO50hAZkEY59,Daddy Yankee,El perreo es el futuro,RUMBATÓN,0,248768,False,0.685,0.909,3,-4.034,0,0.0396,0.0471,0.0,0.35,0.922,95.004,4,hip-hop,Happy
51331,51331,1DzMKLVGK9JXR6Gu6LDhIb,Gunna,Tic Tac - Just Rap,Banking on Me,0,200000,True,0.793,0.308,0,-10.414,0,0.0466,0.613,1.68e-05,0.0953,0.46,135.143,4,hip-hop,Sad
51332,51332,10l9RI8IHp1Z7b7dM3tMSv,Gunna;Future;Young Thug,Gaming Songs 2022: Hard Mode,Pushin P,0,136266,True,0.773,0.422,1,-4.572,0,0.187,0.00783,0.00693,0.129,0.488,77.502,1,hip-hop,Happy
51333,51333,5FJEL8TOiQEWbD2QHYqprf,Gunna;Future;Young Thug,Walk - Fresh Rap Flow,Pushin P,0,136266,True,0.773,0.422,1,-4.572,0,0.187,0.00783,0.00693,0.129,0.488,77.502,1,hip-hop,Happy
51422,51422,1afMigcYdKpRwDf8IyXnln,Jack Harlow,I'm Blue - Hits of 2022,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop,Happy
51424,51424,7fduswfw6pp8e1U4k5aF0R,Jack Harlow,2Step - Pop R'n'B,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop,Happy
51425,51425,16ejic4tkC645g8FwuqIHA,Jack Harlow;Drake,Totally Rap,Churchill Downs,0,309327,True,0.71,0.522,11,-9.102,1,0.36,0.615,0.0,0.11,0.37,96.448,4,hip-hop,Sad
51426,51426,16wcqaM2abvltq2RciqfYZ,Jack Harlow;Drake,New Rap 20s,Churchill Downs,0,309327,True,0.71,0.522,11,-9.102,1,0.36,0.615,0.0,0.11,0.37,96.448,4,hip-hop,Sad
51427,51427,3j4srp6dMT39MLxx6XEbOR,Jack Harlow;Adam Levine,US Pop 20s,Same Guy,0,164031,False,0.791,0.586,1,-6.343,1,0.147,0.181,0.0,0.105,0.643,93.505,4,hip-hop,Happy
51428,51428,5SMCxyEHdPJJf9VFwFYo4B,Jack Harlow;Drake,On Chill - Rap & RnB,Churchill Downs,0,309327,True,0.71,0.522,11,-9.102,1,0.36,0.615,0.0,0.11,0.37,96.448,4,hip-hop,Sad
51429,51429,6MMB9EotY47IvE71cdiKS5,Jack Harlow;Drake,New Grooves,Churchill Downs,0,309327,True,0.71,0.522,11,-9.102,1,0.36,0.615,0.0,0.11,0.37,96.448,4,hip-hop,Sad
51431,51431,1eXeb2RwfAn6iKUPmGyfs4,Jack Harlow;Drake,Tic Tac - Just Rap,Churchill Downs,0,309327,True,0.71,0.522,11,-9.102,1,0.36,0.615,0.0,0.11,0.37,96.448,4,hip-hop,Sad
51434,51434,2X0eUvX06w5DC1ecN2g4Bo,Jack Harlow;jetsonmade,New Hip Hop Icons,I WANNA SEE SOME ASS,0,125302,False,0.907,0.652,0,-7.733,1,0.0578,0.284,0.000337,0.135,0.93,107.946,4,hip-hop,Happy
51435,51435,20Nm2cPyMiIStyDuZEh4DP,Jack Harlow,Walk in the Park Rap,WALK IN THE PARK,0,152991,True,0.956,0.519,11,-7.832,1,0.167,0.0712,0.0,0.106,0.529,132.058,4,hip-hop,Happy
51437,51437,1jBIlZyCUOylXmEuLNvGCQ,Jack Harlow,Totally Rap,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop,Happy
51438,51438,2gLUbowsRFFwhmlAS3hZ5i,Jack Harlow,New Rap 20s,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop,Happy
51439,51439,6r8DKNt9BlrOICBpqUVlsP,Jack Harlow,Gaming Songs 2022: Hard Mode,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop,Happy
51440,51440,0rAuw3mWHHQZm5iczkEJHU,Jack Harlow,On Chill - Rap & RnB,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop,Happy
51441,51441,45ffClKkj594CkU0naaLrM,Jack Harlow;Big Sean,New Rap Icons,Way Out,0,168906,True,0.945,0.582,11,-8.357,0,0.0719,0.114,0.0,0.103,0.907,108.025,4,hip-hop,Happy
51442,51442,2eib87FpOijGfDL2jqPlo6,Jack Harlow,Hip Hop & R'n'B,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop,Happy
51443,51443,7xj2n1FdeULoyFrOWDPLDA,Jack Harlow,Power Rap,2STYLISH,0,142945,False,0.941,0.618,1,-7.702,1,0.079,0.0112,0.0,0.0911,0.489,99.98,4,hip-hop,Happy
51444,51444,3mfsGLEmKF6sWTqFQzZ4aF,Jack Harlow,Hip Hop Slow Jamz,I'd Do Anything to Make You Smile,0,193765,True,0.832,0.522,2,-7.244,1,0.05,0.012,0.079,0.377,0.253,150.044,4,hip-hop,Happy
51445,51445,5pILd3WHCjJa8trmnjfRBO,Jack Harlow,On Chill - Rap & RnB,BIG CHILLIN,0,158014,False,0.81,0.69,1,-8.257,0,0.299,0.0102,0.0,0.292,0.585,129.239,5,hip-hop,Happy
51446,51446,7ItTtfj4WQHe4SKNM22QFT,Jack Harlow;Pooh Shiesty,New Grooves,SUVs (Black on Black),0,157675,False,0.813,0.706,1,-4.569,1,0.425,0.139,0.0,0.0994,0.44,163.191,4,hip-hop,Happy
51423,51423,6HIkxxaASDhaXdcMa2PFRB,Jack Harlow,Am I Ready - Pop Night Out,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop,Happy
51420,51420,1nYAl9wYboVclul2fkCiyr,Jack Harlow,Pop Brandneu,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop,Happy
67981,67981,6dLnAfi800mKEj2xryXQLt,Luciano Pereyra,Café en casa,Vuelve,0,237986,False,0.423,0.612,2,-6.238,1,0.0376,0.155,0.0,0.109,0.32,180.027,3,latin,Sad
51418,51418,4DmD47YgOMFzBZnehrmWj7,Jack Harlow;Drake,Midnight Music,Churchill Downs,0,309327,True,0.71,0.522,11,-9.102,1,0.36,0.615,0.0,0.11,0.37,96.448,4,hip-hop,Sad
51334,51334,46nTvkhLN9xQEVW7Q5Ojp2,Gunna;Future;Young Thug,Tic Tac - Just Rap,Pushin P,0,136266,True,0.773,0.422,1,-4.572,0,0.187,0.00783,0.00693,0.129,0.488,77.502,1,hip-hop,Happy
51335,51335,3cGGbBUCRL2nurtbbrGkL4,Gunna;Future;Young Thug,Sailor on the Moon - Hot New Rap,Pushin P,0,136266,True,0.773,0.422,1,-4.572,0,0.187,0.00783,0.00693,0.129,0.488,77.502,1,hip-hop,Happy
51336,51336,4sAgnJgFJjhG8wNfqc1tlj,Gunna;Chlöe,Hip Hop Slow Jamz,you & me,0,144373,True,0.744,0.535,6,-9.499,0,0.0736,0.279,0.0,0.143,0.106,132.86,4,hip-hop,Sad
51342,51342,4y5nWVseWL0cYo3yHDKEgE,Gunna;Future;Young Thug,Contemporary Hip Hop,Pushin P,0,136266,True,0.773,0.422,1,-4.572,0,0.187,0.00783,0.00693,0.129,0.488,77.502,1,hip-hop,Happy
51347,51347,23Hakma2pAUDAGnyp4TLc1,Gunna;Young Thug,Energy Hip Hop,mop,0,185213,True,0.878,0.575,9,-8.732,1,0.284,0.00293,0.0,0.273,0.399,144.918,4,hip-hop,Happy
51382,51382,01NsPGMDWGOrNWK9QylpHw,Mac Miller;Ty Dolla $ign,Hip Hop Slow Jamz,Cinderella,0,480186,True,0.408,0.533,8,-6.871,0,0.0536,0.235,0.0,0.345,0.239,140.069,4,hip-hop,Sad
51383,51383,0UGoctruuLwFBXHjXpDpcd,Kid Cudi,Bad Boy Club,The Prayer,0,219093,True,0.735,0.76,6,-6.572,0,0.114,0.366,1.52e-05,0.606,0.687,140.068,4,hip-hop,Happy
51392,51392,5y8DBJkNfWYPpXUWQmPscR,Mac Miller,R'n'B Studying,What's the Use?,0,288640,True,0.759,0.492,1,-10.338,0,0.12,0.736,0.0102,0.107,0.561,104.973,4,hip-hop,Sad
51394,51394,6cSpp45tNFg80xi4f8ZBAY,Mac Miller;Kendrick Lamar,The Hip Hop Collection,"God Is Fair, Sexy Nasty",0,500960,False,0.504,0.409,2,-12.067,1,0.188,0.347,3.09e-05,0.112,0.137,133.701,4,hip-hop,Sad
51395,51395,5E73WRgx5QymAZBW3kbTR0,Mac Miller;Earl Sweatshirt,New Rap Icons,Polo Jeans,0,211682,True,0.732,0.635,1,-7.891,1,0.41,0.493,7.02e-06,0.388,0.581,147.025,4,hip-hop,Happy
51397,51397,4c8KffBxeK8cTUj9wEOGl7,Mac Miller;Earl Sweatshirt;Da$H,New Hip Hop Icons,New Faces v2,0,327560,True,0.479,0.598,1,-5.807,0,0.323,0.0536,0.0,0.456,0.244,110.456,3,hip-hop,Energetic
51399,51399,2QnaC2GQiRytjynYWqcxsa,Mac Miller,Power Rap,When in Rome,0,223120,True,0.838,0.7,10,-4.301,0,0.0735,0.0513,0.0,0.262,0.216,124.048,4,hip-hop,Energetic
51406,51406,3GAekGYLRRWGx0fSNhjZEU,Jack Harlow,Music for Rainy Days,RAIN,0,196638,True,0.877,0.607,1,-6.736,1,0.102,0.00181,1.69e-05,0.107,0.131,100.995,4,hip-hop,Happy
51407,51407,6q4IEBv1tWq3MHIBnCYYSS,Jack Harlow,Hits Hits Hits,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop,Happy
51410,51410,1KfwlyvJQD1TA70RyC0Byd,Jack Harlow,Hit After Hit,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop,Happy
51411,51411,2GfARslWOjzRUtqCemkJmF,Jack Harlow,Upbeat 20's,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop,Happy
51412,51412,6oBPzKy4CmsnROO8vH8MjA,Jack Harlow,It's You - Fresh Hits,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop,Happy
51413,51413,6GTN9TiAMkDKTy6RatsP8l,Jack Harlow,Rap Ice,ICE,0,147415,False,0.937,0.632,9,-7.407,1,0.157,0.0265,0.0,0.111,0.542,96.499,4,hip-hop,Happy
51415,51415,331CFIHeefOVTC4F8cmYTL,Jack Harlow,Beautiful Trending Hits 2022,First Class,0,173947,True,0.905,0.563,8,-6.135,1,0.102,0.0254,9.71e-06,0.113,0.324,106.998,4,hip-hop,Happy
78593,78593,3hkLOoDKQZGhzcakKfzZKF,Killermichel,DJ Cashi präsentiert Mallora Closing 2022 powered by Xtreme Sound,Biermelodie,0,203407,False,0.606,0.974,7,-2.408,1,0.0632,0.00422,0.0,0.29,0.667,139.967,4,party,Energetic
67995,67995,0UPToI0FptyTBFwnwPzvkr,Timbiriche,Retro Baladas,Si No Es Ahora,0,234293,False,0.632,0.896,2,-7.635,1,0.0362,0.0717,1.32e-05,0.37,0.924,141.374,4,latin,Happy
78591,78591,3BuucQBIPvQagNSQxtf6fi,Klaus & Klaus;Jürgen Milski,Ballermann Party Mix - Alle Après Ski Hütten Hits der letzten Jahre,Heute fährt die 18 bis zum Après Ski,0,167613,False,0.759,0.999,6,-2.388,1,0.158,0.0914,0.0,0.412,0.83,130.969,4,party,Energetic
68152,68152,79hVM41bj2IKfCVhUFh9Ra,Daddy Yankee;Bad Bunny,Halloween con perreito,X ÚLTIMA VEZ,0,192477,True,0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,4,latino,Happy
78431,78431,2zKTvTDOQNjV9HSCHLKSOo,DJ Düse;Frenzy;DJ Cashi,Ballermann Hits Party 2023,9 Euro Ticket,0,212000,False,0.652,0.912,6,-1.686,1,0.0539,0.0126,0.0,0.348,0.696,140.982,4,party,Energetic
68150,68150,43VoASYNFFXqy2HE0rAm4W,Daddy Yankee;Bad Bunny,Clásicos de ahora: Perreo,X ÚLTIMA VEZ,0,192477,True,0.812,0.855,7,-3.725,1,0.0554,0.0789,0.000167,0.108,0.573,90.04,4,latino,Happy
